record_id,student_id,academic_year,level,term,record_date,academic_scores
346,S029,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 69, ""pendidikan_pancasila"": 70, ""bahasa_indonesia"": 71, ""matematika"": 74, ""bahasa_inggris"": 99, ""fisika"": 76, ""kimia"": 72, ""biologi"": 67, ""sosiologi"": 71, ""ekonomi"": 96, ""geografi"": 63, ""pjok"": 95, ""informatika"": 89, ""seni_dan_prakarya"": 95}"
347,S029,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 64, ""pendidikan_pancasila"": 78, ""bahasa_indonesia"": 64, ""matematika"": 76, ""bahasa_inggris"": 66, ""fisika"": 72, ""kimia"": 97, ""biologi"": 91, ""sosiologi"": 81, ""ekonomi"": 82, ""geografi"": 68, ""pjok"": 75, ""informatika"": 66, ""seni_dan_prakarya"": 78}"
348,S029,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 99, ""pendidikan_pancasila"": 64, ""bahasa_indonesia"": 72, ""matematika"": 80, ""bahasa_inggris"": 91, ""fisika"": 88, ""kimia"": 81, ""biologi"": 99, ""sosiologi"": 79, ""ekonomi"": 97, ""geografi"": 69, ""pjok"": 96, ""informatika"": 96, ""seni_dan_prakarya"": 83}"
349,S030,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 80, ""pendidikan_pancasila"": 87, ""bahasa_indonesia"": 70, ""matematika"": 60, ""bahasa_inggris"": 80, ""fisika"": 75, ""kimia"": 74, ""biologi"": 87, ""sosiologi"": 77, ""ekonomi"": 83, ""geografi"": 68, ""pjok"": 81, ""informatika"": 90, ""seni_dan_prakarya"": 89}"
350,S030,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 88, ""pendidikan_pancasila"": 82, ""bahasa_indonesia"": 79, ""matematika"": 91, ""bahasa_inggris"": 95, ""fisika"": 66, ""kimia"": 71, ""biologi"": 98, ""sosiologi"": 65, ""ekonomi"": 77, ""geografi"": 68, ""pjok"": 94, ""informatika"": 72, ""seni_dan_prakarya"": 76}"
351,S030,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 100, ""pendidikan_pancasila"": 64, ""bahasa_indonesia"": 64, ""matematika"": 61, ""bahasa_inggris"": 92, ""fisika"": 100, ""kimia"": 61, ""biologi"": 97, ""sosiologi"": 97, ""ekonomi"": 85, ""geografi"": 97, ""pjok"": 73, ""informatika"": 62, ""seni_dan_prakarya"": 95}"
352,S030,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 76, ""pendidikan_pancasila"": 94, ""bahasa_indonesia"": 94, ""matematika"": 90, ""bahasa_inggris"": 69, ""fisika"": 83, ""kimia"": 85, ""biologi"": 74, ""sosiologi"": 97, ""ekonomi"": 78, ""geografi"": 68, ""pjok"": 89, ""informatika"": 92, ""seni_dan_prakarya"": 92}"
353,S030,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 65, ""pendidikan_pancasila"": 85, ""bahasa_indonesia"": 83, ""matematika"": 92, ""bahasa_inggris"": 60, ""fisika"": 75, ""kimia"": 99, ""biologi"": 70, ""sosiologi"": 92, ""ekonomi"": 68, ""geografi"": 88, ""pjok"": 70, ""informatika"": 71, ""seni_dan_prakarya"": 96}"
354,S030,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 96, ""pendidikan_pancasila"": 69, ""bahasa_indonesia"": 90, ""matematika"": 82, ""bahasa_inggris"": 62, ""fisika"": 74, ""kimia"": 91, ""biologi"": 74, ""sosiologi"": 64, ""ekonomi"": 76, ""geografi"": 83, ""pjok"": 74, ""informatika"": 62, ""seni_dan_prakarya"": 73}"
355,S030,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 93, ""pendidikan_pancasila"": 83, ""bahasa_indonesia"": 84, ""matematika"": 90, ""bahasa_inggris"": 89, ""fisika"": 62, ""kimia"": 62, ""biologi"": 80, ""sosiologi"": 66, ""ekonomi"": 93, ""geografi"": 100, ""pjok"": 77, ""informatika"": 76, ""seni_dan_prakarya"": 97}"
356,S030,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 94, ""pendidikan_pancasila"": 96, ""bahasa_indonesia"": 71, ""matematika"": 84, ""bahasa_inggris"": 84, ""fisika"": 83, ""kimia"": 97, ""biologi"": 64, ""sosiologi"": 93, ""ekonomi"": 76, ""geografi"": 84, ""pjok"": 74, ""informatika"": 93, ""seni_dan_prakarya"": 85}"
357,S030,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 82, ""pendidikan_pancasila"": 82, ""bahasa_indonesia"": 91, ""matematika"": 90, ""bahasa_inggris"": 98, ""fisika"": 60, ""kimia"": 92, ""biologi"": 68, ""sosiologi"": 88, ""ekonomi"": 70, ""geografi"": 74, ""pjok"": 64, ""informatika"": 92, ""seni_dan_prakarya"": 77}"
358,S030,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 73, ""pendidikan_pancasila"": 69, ""bahasa_indonesia"": 71, ""matematika"": 70, ""bahasa_inggris"": 83, ""fisika"": 98, ""kimia"": 67, ""biologi"": 74, ""sosiologi"": 86, ""ekonomi"": 81, ""geografi"": 67, ""pjok"": 90, ""informatika"": 90, ""seni_dan_prakarya"": 90}"
359,S030,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 73, ""pendidikan_pancasila"": 97, ""bahasa_indonesia"": 70, ""matematika"": 86, ""bahasa_inggris"": 61, ""fisika"": 75, ""kimia"": 62, ""biologi"": 68, ""sosiologi"": 96, ""ekonomi"": 97, ""geografi"": 70, ""pjok"": 68, ""informatika"": 100, ""seni_dan_prakarya"": 92}"
360,S030,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 62, ""pendidikan_pancasila"": 96, ""bahasa_indonesia"": 69, ""matematika"": 63, ""bahasa_inggris"": 70, ""fisika"": 76, ""kimia"": 71, ""biologi"": 93, ""sosiologi"": 85, ""ekonomi"": 98, ""geografi"": 96, ""pjok"": 100, ""informatika"": 61, ""seni_dan_prakarya"": 78}"
